Date,Open,High,Low,Close,Adj Close,Volume
2018-01-16,163.000000,163.779999,161.899994,162.089996,152.225479,549200
2018-01-17,163.080002,164.000000,162.630005,163.720001,153.756271,394000
2018-01-18,163.679993,163.880005,162.860001,163.759995,153.793869,152800
2018-01-19,163.940002,164.529999,163.710007,164.520004,154.507629,160000
2018-01-22,164.589996,166.179993,164.520004,166.179993,156.066589,201000
2018-01-23,166.320007,166.889999,165.639999,165.800003,155.709702,342800
2018-01-24,166.440002,166.779999,165.429993,166.100006,155.991425,287000
2018-01-25,166.860001,167.600006,166.289993,167.479996,157.287476,191000
2018-01-26,168.160004,170.789993,168.000000,170.690002,160.302078,239400
2018-01-29,170.330002,171.300003,170.100006,170.470001,160.095474,283300
2018-01-30,167.449997,168.160004,166.509995,167.050003,156.883667,517400
2018-01-31,167.770004,168.360001,164.100006,164.600006,154.582748,459000
2018-02-01,164.039993,165.649994,163.559998,164.820007,154.789337,461000
2018-02-02,163.759995,164.809998,162.399994,162.399994,152.516602,403300
2018-02-05,161.589996,162.320007,154.259995,155.300003,145.848724,1069300
2018-02-06,152.500000,157.699997,152.000000,157.029999,147.473434,583000
2018-02-07,156.679993,159.039993,156.500000,157.000000,147.445267,256200
2018-02-08,157.039993,157.419998,151.419998,151.520004,142.298752,348300
2018-02-09,152.789993,154.610001,148.660004,153.320007,143.989243,494800
2018-02-12,154.360001,156.169998,153.070007,155.009995,145.576340,222800
2018-02-13,154.149994,155.460007,153.250000,155.070007,145.632751,179300
2018-02-14,154.270004,157.460007,154.199997,157.160004,147.595490,168200
2018-02-15,158.289993,159.089996,156.750000,159.089996,149.408081,219200
2018-02-16,158.729996,161.160004,158.529999,160.009995,150.272049,281100
2018-02-20,159.250000,159.860001,157.949997,158.330002,148.694305,195100
2018-02-21,158.419998,160.600006,157.839996,157.880005,148.271683,124900
2018-02-22,158.350006,159.309998,157.149994,157.399994,147.820908,112900
2018-02-23,158.300003,159.889999,157.500000,159.889999,150.159378,116000
2018-02-26,160.289993,161.970001,160.100006,161.839996,151.990692,161000
2018-02-27,161.860001,162.220001,160.119995,160.119995,150.375381,105000
2018-02-28,160.589996,160.720001,157.699997,157.699997,148.102646,113300
2018-03-01,157.639999,158.059998,153.960007,155.270004,145.820541,437800
2018-03-02,154.279999,157.500000,154.279999,157.130005,147.567337,239800
2018-03-05,156.399994,159.110001,156.339996,158.619995,148.966629,162100
2018-03-06,159.240005,159.240005,157.759995,158.740005,149.079361,134100
2018-03-07,157.440002,159.710007,157.149994,159.539993,149.830688,104700
2018-03-08,160.050003,160.779999,159.779999,160.649994,150.873108,104700
2018-03-09,161.580002,163.070007,161.240005,163.000000,153.080063,124300
2018-03-12,163.179993,163.710007,162.389999,162.649994,152.751404,123500
2018-03-13,163.339996,163.759995,162.289993,162.660004,152.760803,213700
2018-03-14,163.210007,163.479996,161.300003,161.869995,152.018860,125200
2018-03-15,162.309998,162.649994,161.139999,161.399994,151.577454,165000
2018-03-16,161.139999,161.699997,161.050003,161.050003,151.613235,73900
2018-03-19,160.779999,160.960007,157.199997,158.520004,149.231461,201100
2018-03-20,158.929993,159.250000,157.869995,158.660004,149.363281,106700
2018-03-21,158.800003,159.750000,158.089996,158.279999,149.005554,173100
2018-03-22,156.690002,157.050003,153.729996,153.800003,144.788086,207500
2018-03-23,154.119995,154.229996,150.610001,150.750000,141.916779,235100
2018-03-26,152.520004,154.029999,150.789993,153.869995,144.853943,155800
2018-03-27,154.429993,154.580002,150.940002,151.729996,142.839340,209400
2018-03-28,152.029999,153.679993,151.850006,152.300003,143.375961,129900
2018-03-29,152.970001,154.630005,152.199997,153.529999,144.533875,100900
2018-04-02,153.000000,153.440002,148.309998,149.720001,140.947113,251100
2018-04-03,150.449997,152.110001,149.490005,151.779999,142.886398,163900
2018-04-04,150.070007,154.490005,150.000000,154.119995,145.089294,188700
2018-04-05,154.710007,154.800003,153.410004,153.970001,144.948105,179700
2018-04-06,152.710007,153.470001,148.919998,150.210007,141.408417,218200
2018-04-09,151.410004,153.919998,151.000000,151.800003,142.905258,120900
2018-04-10,153.320007,155.020004,152.990005,154.630005,145.569427,132400
2018-04-11,153.550003,154.479996,153.320007,153.559998,144.562134,84700
2018-04-12,154.320007,155.410004,154.160004,154.690002,145.625900,126700
2018-04-13,155.360001,155.360001,153.750000,154.520004,145.465881,117900
2018-04-16,155.539993,156.110001,155.220001,155.550003,146.435532,130200
2018-04-17,156.850006,157.330002,156.050003,157.050003,147.847610,125500
2018-04-18,157.500000,157.839996,156.539993,157.229996,148.017075,133800
2018-04-19,156.869995,157.529999,155.380005,155.869995,146.736755,103800
2018-04-20,155.960007,156.179993,154.630005,155.130005,146.040131,80100
2018-04-23,155.470001,156.000000,154.860001,155.520004,146.407257,122600
2018-04-24,155.960007,156.119995,153.009995,154.160004,145.126968,125400
2018-04-25,154.070007,154.699997,152.820007,154.679993,145.616501,104000
2018-04-26,155.449997,157.210007,155.250000,156.610001,147.433426,123700
2018-04-27,156.639999,157.500000,156.309998,157.229996,148.017075,94000
2018-04-30,157.690002,157.690002,154.919998,154.929993,145.851822,110300
2018-05-01,154.889999,155.250000,153.830002,155.089996,146.002487,135200
2018-05-02,154.259995,154.529999,152.990005,153.279999,144.298523,129000
2018-05-03,152.529999,152.639999,150.100006,152.020004,143.112350,114500
2018-05-04,151.470001,153.860001,151.009995,153.279999,144.298523,109600
2018-05-07,153.779999,154.440002,153.000000,153.440002,144.449173,82700
2018-05-08,152.500000,152.929993,151.449997,152.300003,143.375961,412400
2018-05-09,152.630005,153.910004,151.880005,153.369995,144.383301,226900
2018-05-10,153.979996,156.000000,153.979996,155.279999,146.181351,108700
2018-05-11,155.289993,157.839996,155.210007,157.639999,148.403046,134500
2018-05-14,157.889999,159.300003,157.710007,158.619995,149.325623,248400
2018-05-15,157.679993,157.679993,156.270004,156.770004,147.584030,264600
2018-05-16,156.820007,158.259995,156.750000,157.779999,148.534897,81900
2018-05-17,157.570007,158.070007,156.940002,157.869995,148.619568,97400
2018-05-18,157.919998,158.559998,157.460007,158.279999,149.005554,104100
2018-05-21,158.759995,159.220001,158.029999,158.339996,149.062027,93700
2018-05-22,158.649994,158.720001,157.720001,157.889999,148.638397,70700
2018-05-23,157.440002,158.669998,157.440002,158.479996,149.193817,92600
2018-05-24,158.229996,158.729996,157.320007,158.020004,148.760757,77100
2018-05-25,158.020004,158.710007,157.610001,158.020004,148.760757,70300
2018-05-29,157.119995,157.210007,155.389999,156.550003,147.376938,121400
2018-05-30,157.369995,159.199997,157.369995,158.779999,149.476273,108700
2018-05-31,158.449997,158.729996,157.229996,157.309998,148.092361,109800
2018-06-01,158.050003,159.169998,158.050003,159.000000,149.683365,84200
2018-06-04,159.070007,159.770004,158.440002,159.690002,150.332932,164200
2018-06-05,159.589996,160.139999,158.779999,159.649994,150.295303,98400
2018-06-06,160.009995,161.350006,159.550003,161.350006,151.895645,143500
2018-06-07,161.710007,161.889999,160.279999,161.029999,151.594437,112900
2018-06-08,160.899994,162.179993,160.899994,162.160004,152.658203,77900
2018-06-11,162.250000,163.059998,161.740005,162.350006,152.837097,161600
2018-06-12,162.589996,162.850006,161.830002,162.600006,153.072418,129500
2018-06-13,163.020004,163.630005,162.470001,162.600006,153.072418,148300
2018-06-14,163.160004,163.539993,162.699997,163.479996,153.900894,148000
2018-06-15,163.130005,163.960007,162.699997,163.960007,154.352722,164300
2018-06-18,162.910004,162.910004,161.940002,162.529999,153.006531,138000
2018-06-19,161.630005,163.160004,161.630005,163.070007,153.514893,148900
2018-06-20,163.339996,164.029999,163.199997,163.789993,154.192703,101800
2018-06-21,163.679993,163.690002,162.320007,162.639999,153.110107,96500
2018-06-22,163.210007,163.750000,162.770004,163.089996,153.533722,74300
2018-06-25,162.679993,162.990005,160.179993,161.330002,151.876831,212400
2018-06-26,161.500000,161.600006,160.559998,160.970001,151.537994,92700
2018-06-27,161.039993,161.600006,159.100006,159.100006,149.777527,126900
2018-06-28,158.009995,159.259995,156.809998,158.929993,150.212250,136300
2018-06-29,159.380005,160.580002,159.139999,159.139999,150.410751,144900
2018-07-02,158.300003,159.970001,157.800003,159.830002,151.062897,184300
2018-07-03,160.419998,161.039993,159.910004,160.350006,151.554398,163000
2018-07-05,161.080002,162.020004,160.619995,162.020004,153.132767,129300
2018-07-06,162.800003,164.500000,162.800003,164.279999,155.268829,178700
2018-07-09,164.979996,165.660004,164.860001,165.360001,156.289566,180100
2018-07-10,165.759995,166.059998,165.289993,165.889999,156.790543,196200
2018-07-11,165.009995,165.320007,164.589996,164.770004,155.731964,108600
2018-07-12,165.649994,166.699997,165.470001,166.660004,157.518280,98000
2018-07-13,166.369995,167.149994,166.270004,166.889999,157.735657,94500
2018-07-16,166.970001,166.970001,165.520004,165.729996,156.639282,123500
2018-07-17,165.600006,167.000000,165.600006,166.800003,157.650558,147300
2018-07-18,166.789993,166.830002,166.259995,166.830002,157.678940,126700
2018-07-19,166.570007,166.809998,165.419998,166.190002,157.074066,108500
2018-07-20,165.600006,166.139999,165.559998,165.789993,156.696014,73000
2018-07-23,165.710007,166.470001,165.699997,166.240005,157.121323,68600
2018-07-24,167.100006,167.800003,166.410004,167.059998,157.896317,100800
2018-07-25,166.899994,169.110001,166.449997,168.889999,159.625916,102500
2018-07-26,169.039993,169.350006,168.289993,168.779999,159.522003,131400
2018-07-27,168.520004,168.520004,166.449997,167.130005,157.962494,162400
2018-07-30,167.100006,167.220001,166.339996,166.850006,157.697845,99200
2018-07-31,167.410004,168.949997,167.330002,168.610001,159.361282,191000
2018-08-01,168.559998,169.440002,168.559998,169.000000,159.729904,202200
2018-08-02,168.350006,170.089996,168.279999,169.869995,160.552200,152500
2018-08-03,169.910004,170.570007,169.630005,170.529999,161.175964,127500
2018-08-06,170.389999,171.160004,169.779999,170.830002,161.459503,282200
2018-08-07,171.059998,171.470001,170.779999,170.869995,161.497330,449800
2018-08-08,171.070007,171.339996,170.610001,171.080002,161.695847,198200
2018-08-09,171.169998,171.809998,170.800003,170.979996,161.601288,99400
2018-08-10,170.339996,171.259995,169.630005,170.289993,160.949112,164900
2018-08-13,170.399994,171.119995,169.839996,170.289993,160.949112,104400
2018-08-14,170.520004,171.449997,170.240005,171.229996,161.837601,122800
2018-08-15,170.520004,170.830002,169.649994,170.710007,161.346100,209200
2018-08-16,171.139999,172.500000,170.929993,172.289993,162.839432,212400
2018-08-17,172.139999,173.350006,171.770004,172.940002,163.453781,174000
2018-08-20,173.479996,173.679993,173.100006,173.669998,164.143738,1567800
2018-08-21,173.830002,174.080002,173.119995,173.679993,164.153168,327000
